Tue Jul 23 07:48:54 2024       
+---------------------------------------------------------------------------------------+
| NVIDIA-SMI 535.54.03              Driver Version: 535.54.03    CUDA Version: 12.2     |
|-----------------------------------------+----------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |         Memory-Usage | GPU-Util  Compute M. |
|                                         |                      |               MIG M. |
|=========================================+======================+======================|
|   0  NVIDIA A100-SXM4-40GB          On  | 00000000:9E:00.0 Off |                    0 |
| N/A   24C    P0              53W / 400W |      4MiB / 40960MiB |      0%      Default |
|                                         |                      |             Disabled |
+-----------------------------------------+----------------------+----------------------+
                                                                                         
+---------------------------------------------------------------------------------------+
| Processes:                                                                            |
|  GPU   GI   CI        PID   Type   Process name                            GPU Memory |
|        ID   ID                                                             Usage      |
|=======================================================================================|
|  No running processes found                                                           |
+---------------------------------------------------------------------------------------+
Start training
“Step2....................”
“Step3....................”
constructing 9 ConvTransformerEncoderLayers
Ranger optimizer loaded. 
Gradient Centralization usage = True
GC applied to both conv and fc layers

  0%|          | 0/182 [00:00<?, ?it/s]/work/02/gs58/d58004/mambaforge/envs/torch/lib/python3.9/site-packages/torch/utils/checkpoint.py:429: UserWarning: torch.utils.checkpoint: please pass in use_reentrant=True or use_reentrant=False explicitly. The default value of use_reentrant will be updated to be False in the future. To maintain current behavior, pass use_reentrant=True. It is recommended that you use use_reentrant=False. Refer to docs for more details on the differences between the two variants.
  warnings.warn(
/work/02/gs58/d58004/ideas/RibonanzaNet/Ranger-Deep-Learning-Optimizer/ranger/ranger.py:138: UserWarning: This overload of addcmul_ is deprecated:
	addcmul_(Number value, Tensor tensor1, Tensor tensor2)
Consider using one of the following signatures instead:
	addcmul_(Tensor tensor1, Tensor tensor2, *, Number value) (Triggered internally at ../torch/csrc/utils/python_arg_parser.cpp:1519.)
  exp_avg_sq.mul_(beta2).addcmul_(1 - beta2, grad, grad)

Epoch 1 Loss: 0.05782541632652283:   0%|          | 0/182 [00:14<?, ?it/s]
Epoch 1 Loss: 0.05782541632652283:   1%|          | 1/182 [00:14<42:18, 14.02s/it]
Epoch 1 Loss: 0.05736131593585014:   1%|          | 1/182 [00:15<42:18, 14.02s/it]
Epoch 1 Loss: 0.05736131593585014:   1%|          | 2/182 [00:15<20:25,  6.81s/it]
Epoch 1 Loss: 0.05869631345073382:   1%|          | 2/182 [00:17<20:25,  6.81s/it]
Epoch 1 Loss: 0.05869631345073382:   2%|▏         | 3/182 [00:17<13:20,  4.47s/it]
Epoch 1 Loss: 0.05930727533996105:   2%|▏         | 3/182 [00:19<13:20,  4.47s/it]
Epoch 1 Loss: 0.05930727533996105:   2%|▏         | 4/182 [00:19<09:59,  3.37s/it]
Epoch 1 Loss: 0.05780181512236595:   2%|▏         | 4/182 [00:20<09:59,  3.37s/it]
Epoch 1 Loss: 0.05780181512236595:   3%|▎         | 5/182 [00:20<08:08,  2.76s/it]
Epoch 1 Loss: 0.057291263714432716:   3%|▎         | 5/182 [00:22<08:08,  2.76s/it]
Epoch 1 Loss: 0.057291263714432716:   3%|▎         | 6/182 [00:22<07:03,  2.41s/it]
Epoch 1 Loss: 0.05651695228048733:   3%|▎         | 6/182 [00:24<07:03,  2.41s/it] 
Epoch 1 Loss: 0.05651695228048733:   4%|▍         | 7/182 [00:24<06:20,  2.18s/it]
Epoch 1 Loss: 0.056636813562363386:   4%|▍         | 7/182 [00:25<06:20,  2.18s/it]
Epoch 1 Loss: 0.056636813562363386:   4%|▍         | 8/182 [00:25<05:51,  2.02s/it]
Epoch 1 Loss: 0.05733128512899081:   4%|▍         | 8/182 [00:27<05:51,  2.02s/it] 
Epoch 1 Loss: 0.05733128512899081:   5%|▍         | 9/182 [00:27<05:31,  1.92s/it]
Epoch 1 Loss: 0.05718379803001881:   5%|▍         | 9/182 [00:29<05:31,  1.92s/it]
Epoch 1 Loss: 0.05718379803001881:   5%|▌         | 10/182 [00:29<05:17,  1.85s/it]
Epoch 1 Loss: 0.057260980998927895:   5%|▌         | 10/182 [00:31<05:17,  1.85s/it]
Epoch 1 Loss: 0.057260980998927895:   6%|▌         | 11/182 [00:31<05:07,  1.80s/it]
Epoch 1 Loss: 0.056931657095750175:   6%|▌         | 11/182 [00:32<05:07,  1.80s/it]
Epoch 1 Loss: 0.056931657095750175:   7%|▋         | 12/182 [00:32<05:00,  1.77s/it]
Epoch 1 Loss: 0.05638937938671846:   7%|▋         | 12/182 [00:34<05:00,  1.77s/it] 
Epoch 1 Loss: 0.05638937938671846:   7%|▋         | 13/182 [00:34<04:54,  1.74s/it]
Epoch 1 Loss: 0.056915488094091415:   7%|▋         | 13/182 [00:36<04:54,  1.74s/it]
Epoch 1 Loss: 0.056915488094091415:   8%|▊         | 14/182 [00:36<04:49,  1.73s/it]
Epoch 1 Loss: 0.05721473818024:   8%|▊         | 14/182 [00:37<04:49,  1.73s/it]    
Epoch 1 Loss: 0.05721473818024:   8%|▊         | 15/182 [00:37<04:46,  1.71s/it]
Epoch 1 Loss: 0.05744733661413193:   8%|▊         | 15/182 [00:39<04:46,  1.71s/it]
Epoch 1 Loss: 0.05744733661413193:   9%|▉         | 16/182 [00:39<04:43,  1.71s/it]
Epoch 1 Loss: 0.057101018726825714:   9%|▉         | 16/182 [00:41<04:43,  1.71s/it]
Epoch 1 Loss: 0.057101018726825714:   9%|▉         | 17/182 [00:41<04:40,  1.70s/it]
Epoch 1 Loss: 0.0573765200873216:   9%|▉         | 17/182 [00:42<04:40,  1.70s/it]  
Epoch 1 Loss: 0.05552843883633614:  24%|██▍       | 44/182 [01:28<03:53,  1.69s/it]
Epoch 1 Loss: 0.05552843883633614:  25%|██▍       | 45/182 [01:28<03:51,  1.69s/it]
Epoch 1 Loss: 0.05560427264350912:  25%|██▍       | 45/182 [01:30<03:51,  1.69s/it]
Epoch 1 Loss: 0.05560427264350912:  25%|██▌       | 46/182 [01:30<03:49,  1.69s/it]
Epoch 1 Loss: 0.05554722740929177:  25%|██▌       | 46/182 [01:31<03:49,  1.69s/it]
Epoch 1 Loss: 0.05554722740929177:  26%|██▌       | 47/182 [01:31<03:47,  1.69s/it]
Epoch 1 Loss: 0.05546778246449927:  26%|██▌       | 47/182 [01:33<03:47,  1.69s/it]
Epoch 1 Loss: 0.05546778246449927:  26%|██▋       | 48/182 [01:33<03:46,  1.69s/it]
Epoch 1 Loss: 0.05554547069632277:  26%|██▋       | 48/182 [01:35<03:46,  1.69s/it]
Epoch 1 Loss: 0.05554547069632277:  27%|██▋       | 49/182 [01:35<03:44,  1.69s/it]
Epoch 1 Loss: 0.055472578778862955:  27%|██▋       | 49/182 [01:36<03:44,  1.69s/it]
Epoch 1 Loss: 0.055472578778862955:  27%|██▋       | 50/182 [01:36<03:43,  1.69s/it]
Epoch 1 Loss: 0.05548745013919531:  27%|██▋       | 50/182 [01:38<03:43,  1.69s/it] 
Epoch 1 Loss: 0.05548745013919531:  28%|██▊       | 51/182 [01:38<03:41,  1.69s/it]
Epoch 1 Loss: 0.05554353023091188:  28%|██▊       | 51/182 [01:40<03:41,  1.69s/it]
Epoch 1 Loss: 0.05554353023091188:  29%|██▊       | 52/182 [01:40<03:39,  1.69s/it]
Epoch 1 Loss: 0.055648072218557575:  29%|██▊       | 52/182 [01:41<03:39,  1.69s/it]
Epoch 1 Loss: 0.055648072218557575:  29%|██▉       | 53/182 [01:41<03:37,  1.69s/it]
Epoch 1 Loss: 0.05552742685432787:  29%|██▉       | 53/182 [01:43<03:37,  1.69s/it] 
Epoch 1 Loss: 0.05552742685432787:  30%|██▉       | 54/182 [01:43<03:36,  1.69s/it]
Epoch 1 Loss: 0.055373734168031:  30%|██▉       | 54/182 [01:45<03:36,  1.69s/it]  
Epoch 1 Loss: 0.055373734168031:  30%|███       | 55/182 [01:45<03:34,  1.69s/it]
Epoch 1 Loss: 0.05536199267953634:  30%|███       | 55/182 [01:47<03:34,  1.69s/it]
Epoch 1 Loss: 0.05536199267953634:  31%|███       | 56/182 [01:47<03:32,  1.69s/it]
Epoch 1 Loss: 0.05528732781347476:  31%|███       | 56/182 [01:48<03:32,  1.69s/it]
Epoch 1 Loss: 0.05528732781347476:  31%|███▏      | 57/182 [01:48<03:31,  1.69s/it]
Epoch 1 Loss: 0.05528731149589193:  31%|███▏      | 57/182 [01:50<03:31,  1.69s/it]
Epoch 1 Loss: 0.05528731149589193:  32%|███▏      | 58/182 [01:50<03:29,  1.69s/it]
Epoch 1 Loss: 0.05535707357576338:  32%|███▏      | 58/182 [01:52<03:29,  1.69s/it]
Epoch 1 Loss: 0.05535707357576338:  32%|███▏      | 59/182 [01:52<03:27,  1.69s/it]
Epoch 1 Loss: 0.05543673069526752:  32%|███▏      | 59/182 [01:53<03:27,  1.69s/it]
Epoch 1 Loss: 0.05543673069526752:  33%|███▎      | 60/182 [01:53<03:26,  1.69s/it]
Epoch 1 Loss: 0.055493371958126786:  33%|███▎      | 60/182 [01:55<03:26,  1.69s/it]
Epoch 1 Loss: 0.055493371958126786:  34%|███▎      | 61/182 [01:55<03:24,  1.69s/it]
Epoch 1 Loss: 0.055404897659055645:  34%|███▎      | 61/182 [01:57<03:24,  1.69s/it]
Epoch 1 Loss: 0.055404897659055645:  34%|███▍      | 62/182 [01:57<03:22,  1.69s/it]
Epoch 1 Loss: 0.05538070893713406:  34%|███▍      | 62/182 [01:58<03:22,  1.69s/it] 
Epoch 1 Loss: 0.05538070893713406:  35%|███▍      | 63/182 [01:58<03:20,  1.69s/it]
Epoch 1 Loss: 0.05529692821437493:  35%|███▍      | 63/182 [02:00<03:20,  1.69s/it]
Epoch 1 Loss: 0.05529692821437493:  35%|███▌      | 64/182 [02:00<03:19,  1.69s/it]
Epoch 1 Loss: 0.055277159695441905:  35%|███▌      | 64/182 [02:02<03:19,  1.69s/it]
Epoch 1 Loss: 0.055277159695441905:  36%|███▌      | 65/182 [02:02<03:17,  1.69s/it]
Epoch 1 Loss: 0.055221054815884796:  36%|███▌      | 65/182 [02:03<03:17,  1.69s/it]
Epoch 1 Loss: 0.055221054815884796:  36%|███▋      | 66/182 [02:03<03:16,  1.69s/it]
Epoch 1 Loss: 0.055170347941900365:  36%|███▋      | 66/182 [02:05<03:16,  1.69s/it]
Epoch 1 Loss: 0.055170347941900365:  37%|███▋      | 67/182 [02:05<03:14,  1.69s/it]
Epoch 1 Loss: 0.05525285323314807:  37%|███▋      | 67/182 [02:07<03:14,  1.69s/it] 
Epoch 1 Loss: 0.05525285323314807:  37%|███▋      | 68/182 [02:07<03:12,  1.69s/it]
Epoch 1 Loss: 0.05538725421048593:  37%|███▋      | 68/182 [02:08<03:12,  1.69s/it]
Epoch 1 Loss: 0.05538725421048593:  38%|███▊      | 69/182 [02:08<03:10,  1.69s/it]
Epoch 1 Loss: 0.055291001498699185:  38%|███▊      | 69/182 [02:10<03:10,  1.69s/it]
Epoch 1 Loss: 0.055291001498699185:  38%|███▊      | 70/182 [02:10<03:09,  1.69s/it]
Epoch 1 Loss: 0.05529250519376405:  38%|███▊      | 70/182 [02:12<03:09,  1.69s/it] 
Epoch 1 Loss: 0.05529250519376405:  39%|███▉      | 71/182 [02:12<03:07,  1.69s/it]
Epoch 1 Loss: 0.05525813795005282:  39%|███▉      | 71/182 [02:14<03:07,  1.69s/it]
Epoch 1 Loss: 0.05525813795005282:  40%|███▉      | 72/182 [02:14<03:06,  1.69s/it]
Epoch 1 Loss: 0.055205789279856095:  40%|███▉      | 72/182 [02:15<03:06,  1.69s/it]
Epoch 1 Loss: 0.055205789279856095:  40%|████      | 73/182 [02:15<03:04,  1.69s/it]
Epoch 1 Loss: 0.05511563482719499:  40%|████      | 73/182 [02:17<03:04,  1.69s/it] 
Epoch 1 Loss: 0.05511563482719499:  41%|████      | 74/182 [02:17<03:02,  1.69s/it]
Epoch 1 Loss: 0.05501759871840477:  41%|████      | 74/182 [02:19<03:02,  1.69s/it]
Epoch 1 Loss: 0.05501759871840477:  41%|████      | 75/182 [02:19<03:00,  1.69s/it]
Epoch 1 Loss: 0.0550282619599449:  41%|████      | 75/182 [02:20<03:00,  1.69s/it] 
Epoch 1 Loss: 0.0550282619599449:  42%|████▏     | 76/182 [02:20<02:58,  1.69s/it]
Epoch 1 Loss: 0.055049466235297065:  42%|████▏     | 76/182 [02:22<02:58,  1.69s/it]
Epoch 1 Loss: 0.055049466235297065:  42%|████▏     | 77/182 [02:22<02:57,  1.69s/it]
Epoch 1 Loss: 0.05513482516965805:  42%|████▏     | 77/182 [02:24<02:57,  1.69s/it] 
Epoch 1 Loss: 0.05513482516965805:  43%|████▎     | 78/182 [02:24<02:55,  1.69s/it]
Epoch 1 Loss: 0.0550739671799201:  43%|████▎     | 78/182 [02:25<02:55,  1.69s/it] 
Epoch 1 Loss: 0.0550739671799201:  43%|████▎     | 79/182 [02:25<02:54,  1.69s/it]
Epoch 1 Loss: 0.055039292015135285:  43%|████▎     | 79/182 [02:27<02:54,  1.69s/it]
Epoch 1 Loss: 0.055039292015135285:  44%|████▍     | 80/182 [02:27<02:52,  1.69s/it]
Epoch 1 Loss: 0.05513061261103477:  44%|████▍     | 80/182 [02:29<02:52,  1.69s/it] 
Epoch 1 Loss: 0.05513061261103477:  45%|████▍     | 81/182 [02:29<02:50,  1.69s/it]
Epoch 1 Loss: 0.05508890461812659:  45%|████▍     | 81/182 [02:30<02:50,  1.69s/it]
Epoch 1 Loss: 0.05508890461812659:  45%|████▌     | 82/182 [02:30<02:48,  1.69s/it]
Epoch 1 Loss: 0.05503644453114774:  45%|████▌     | 82/182 [02:32<02:48,  1.69s/it]
Epoch 1 Loss: 0.05503644453114774:  46%|████▌     | 83/182 [02:32<02:47,  1.69s/it]
Epoch 1 Loss: 0.055020904035440514:  46%|████▌     | 83/182 [02:34<02:47,  1.69s/it]
Epoch 1 Loss: 0.055020904035440514:  46%|████▌     | 84/182 [02:34<02:45,  1.69s/it]
Epoch 1 Loss: 0.05503176840789178:  46%|████▌     | 84/182 [02:36<02:45,  1.69s/it] 
Epoch 1 Loss: 0.05503176840789178:  47%|████▋     | 85/182 [02:36<02:43,  1.69s/it]
Epoch 1 Loss: 0.05500107115611087:  47%|████▋     | 85/182 [02:37<02:43,  1.69s/it]
Epoch 1 Loss: 0.05500107115611087:  47%|████▋     | 86/182 [02:37<02:42,  1.69s/it]
Epoch 1 Loss: 0.054937943816185:  47%|████▋     | 86/182 [02:39<02:42,  1.69s/it]  
Epoch 1 Loss: 0.054937943816185:  48%|████▊     | 87/182 [02:39<02:40,  1.69s/it]
Epoch 1 Loss: 0.05511733161454851:  48%|████▊     | 87/182 [02:41<02:40,  1.69s/it]
Epoch 1 Loss: 0.05511733161454851:  48%|████▊     | 88/182 [02:41<02:38,  1.69s/it]
Epoch 1 Loss: 0.05506601691078604:  48%|████▊     | 88/182 [02:42<02:38,  1.69s/it]
Epoch 1 Loss: 0.05506601691078604:  49%|████▉     | 89/182 [02:42<02:37,  1.69s/it]
Epoch 1 Loss: 0.055035839271214276:  49%|████▉     | 89/182 [02:44<02:37,  1.69s/it]
Epoch 1 Loss: 0.055035839271214276:  49%|████▉     | 90/182 [02:44<02:35,  1.69s/it]
Epoch 1 Loss: 0.05504952940148312:  49%|████▉     | 90/182 [02:46<02:35,  1.69s/it] 
Epoch 1 Loss: 0.05504952940148312:  50%|█████     | 91/182 [02:46<02:33,  1.69s/it]
Epoch 1 Loss: 0.055067263948528664:  50%|█████     | 91/182 [02:47<02:33,  1.69s/it]
Epoch 1 Loss: 0.055067263948528664:  51%|█████     | 92/182 [02:47<02:32,  1.69s/it]
Epoch 1 Loss: 0.05503303826015483:  51%|█████     | 92/182 [02:49<02:32,  1.69s/it] 
Epoch 1 Loss: 0.05503303826015483:  51%|█████     | 93/182 [02:49<02:30,  1.69s/it]
Epoch 1 Loss: 0.05506721681895408:  51%|█████     | 93/182 [02:51<02:30,  1.69s/it]
Epoch 1 Loss: 0.05506721681895408:  52%|█████▏    | 94/182 [02:51<02:28,  1.69s/it]
Epoch 1 Loss: 0.05502956850748313:  52%|█████▏    | 94/182 [02:52<02:28,  1.69s/it]
Epoch 1 Loss: 0.05502956850748313:  52%|█████▏    | 95/182 [02:52<02:26,  1.69s/it]
Epoch 1 Loss: 0.05496184547276547:  52%|█████▏    | 95/182 [02:54<02:26,  1.69s/it]
Epoch 1 Loss: 0.05496184547276547:  53%|█████▎    | 96/182 [02:54<02:25,  1.69s/it]
Epoch 1 Loss: 0.05488578460572921:  53%|█████▎    | 96/182 [02:56<02:25,  1.69s/it]
Epoch 1 Loss: 0.05488578460572921:  53%|█████▎    | 97/182 [02:56<02:23,  1.69s/it]
Epoch 1 Loss: 0.0549040827139908:  53%|█████▎    | 97/182 [02:57<02:23,  1.69s/it] 
